period_date,store_id,region,store_tier,anomaly_profile,beginning_inv_cost,beginning_inv_retail,purchases_cost,purchases_retail,net_sales,promo_markdowns,shrinkage,ending_inv_retail,cost_to_retail_ratio,ending_inv_cost,cogs,gross_margin,gross_margin_pct,markdown_pct_sales,shrink_pct_sales,imu_pct,gmroi_monthly
2026-01-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,432891.8,1066996.99,61413.44,142292.82,237154.7,56900.46,3695.61,911539.04,0.408757,372597.64,121707.6,115447.1,0.4868,0.2399,0.0156,0.5684,0.2867
2026-02-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,372597.64,911539.04,173489.27,450979.15,233089.66,55805.55,4761.64,1068861.34,0.400792,428391.48,117695.43,115394.23,0.4951,0.2394,0.0204,0.6153,0.2881
2026-03-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,428391.48,1068861.34,153621.11,403155.57,336452.48,57186.9,5669.64,1072707.89,0.395384,424132.01,157880.58,178571.9,0.5307,0.17,0.0169,0.619,0.4189
2026-04-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,424132.01,1072707.89,86983.23,209792.88,347682.81,47336.26,5957.06,881524.64,0.39853,351314.16,159801.08,187881.73,0.5404,0.1361,0.0171,0.5854,0.4846
2026-05-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,351314.16,881524.64,124417.22,284844.38,285374.17,47072.6,4947.47,828974.78,0.407874,338117.1,137614.28,147759.89,0.5178,0.165,0.0173,0.5632,0.4286
2026-06-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,338117.1,828974.78,159030.24,371692.17,280976.69,37558.73,6785.43,875346.1,0.414059,362445.21,134702.13,146274.56,0.5206,0.1337,0.0241,0.5721,0.4176
2026-07-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,362445.21,875346.1,171450.64,382293.28,295241.45,58015.49,3849.7,900532.74,0.424522,382296.15,151599.7,143641.75,0.4865,0.1965,0.013,0.5515,0.3857
2026-08-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,382296.15,900532.74,115598.67,293541.17,308269.9,48211.56,5892.58,831699.87,0.416972,346795.16,151099.66,157170.24,0.5098,0.1564,0.0191,0.6062,0.4311
2026-09-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,346795.16,831699.87,154776.42,355150.9,294825.66,38538.5,7801.81,845684.8,0.422607,357392.41,144179.17,150646.49,0.511,0.1307,0.0265,0.5642,0.4279
2026-10-01,STORE_111,SouthEast,Regional Mall Tier 2,Normal,357392.41,845684.8,291099.64,698761.51,282810.56,44108.72,7706.69,1209820.34,0.419886,507987.15,140504.9,142305.66,0.5032,0.156,0.0273,0.5834,0.3289
2024-11-01,STORE_112,West,Regional Mall Tier 2,Normal,553359.28,1353033.96,276335.3,678503.54,496552.18,80781.37,6105.11,1448098.84,0.408407,591414.02,238280.56,258271.62,0.5201,0.1627,0.0123,0.5927,0.4512
2024-12-01,STORE_112,West,Regional Mall Tier 2,Normal,591414.02,1448098.84,132222.28,305497.01,509161.68,82841.8,6947.39,1154644.98,0.412659,476474.11,247162.19,261999.49,0.5146,0.1627,0.0136,0.5672,0.4907
2025-01-01,STORE_112,West,Regional Mall Tier 2,Normal,476474.11,1154644.98,62345.58,161851.69,269752.81,55918.05,5023.58,985802.23,0.409283,403472.08,135347.61,134405.2,0.4983,0.2073,0.0186,0.6148,0.3055
2025-02-01,STORE_112,West,Regional Mall Tier 2,Normal,403472.08,985802.23,180644.63,455496.21,281780.15,51022.4,7551.54,1100944.35,0.405271,446181.01,137935.7,143844.45,0.5105,0.1811,0.0268,0.6034,0.3386
2025-03-01,STORE_112,West,Regional Mall Tier 2,Normal,446181.01,1100944.35,229798.58,564571.25,426429.82,76007.96,8871.95,1154205.87,0.405868,468455.3,207524.29,218905.53,0.5133,0.1782,0.0208,0.593,0.4787
2025-04-01,STORE_112,West,Regional Mall Tier 2,Normal,468455.3,1154205.87,105569.74,264641.96,407024.65,62808.18,5884.47,943130.53,0.404571,381563.5,192461.54,214563.11,0.5272,0.1543,0.0145,0.6011,0.5048
2025-05-01,STORE_112,West,Regional Mall Tier 2,Normal,381563.5,943130.53,220055.77,518790.47,373244.58,56206.83,6343.45,1026126.14,0.411527,422278.13,179341.14,193903.44,0.5195,0.1506,0.017,0.5758,0.4824
2025-06-01,STORE_112,West,Regional Mall Tier 2,Normal,422278.13,1026126.14,138048.73,354124.8,324432.42,47962.58,8785.98,999069.96,0.40596,405582.58,154744.28,169688.14,0.523,0.1478,0.0271,0.6102,0.4099
2025-07-01,STORE_112,West,Regional Mall Tier 2,Normal,405582.58,999069.96,178747.58,445204.85,353440.53,68744.88,7739.84,1014349.56,0.404584,410389.38,173940.78,179499.75,0.5079,0.1945,0.0219,0.5985,0.44
2025-08-01,STORE_112,West,Regional Mall Tier 2,Normal,410389.38,1014349.56,137113.58,329023.67,374723.99,46954.47,8538.88,913155.89,0.407558,372164.3,175338.66,199385.33,0.5321,0.1253,0.0228,0.5833,0.5096
2025-09-01,STORE_112,West,Regional Mall Tier 2,Normal,372164.3,913155.89,213059.61,508795.74,360979.78,50574.28,9216.24,1001181.33,0.411564,412050.06,173173.85,187805.93,0.5203,0.1401,0.0255,0.5812,0.479
2025-10-01,STORE_112,West,Regional Mall Tier 2,Normal,412050.06,1001181.33,321620.28,732100.44,360812.42,45806.56,9439.39,1317223.4,0.423284,557559.51,176110.83,184701.59,0.5119,0.127,0.0262,0.5607,0.381
2025-11-01,STORE_112,West,Regional Mall Tier 2,Normal,557559.51,1317223.4,284829.75,688878.7,512883.87,70365.42,7301.72,1415551.09,0.419913,594408.95,247980.31,264903.56,0.5165,0.1372,0.0142,0.5865,0.4599
2025-12-01,STORE_112,West,Regional Mall Tier 2,Normal,594408.95,1415551.09,138238.66,307856.81,513094.69,80485.66,9225.18,1120602.37,0.425116,476385.57,256262.04,256832.65,0.5006,0.1569,0.018,0.551,0.4797
2026-01-01,STORE_112,West,Regional Mall Tier 2,Normal,476385.57,1120602.37,68988.0,168900.33,281500.55,57325.99,7027.62,943648.54,0.422933,399100.35,146273.22,135227.33,0.4804,0.2036,0.025,0.5915,0.3089
2026-02-01,STORE_112,West,Regional Mall Tier 2,Normal,399100.35,943648.54,207611.42,540610.12,275884.09,55367.14,5170.2,1147837.23,0.408764,469194.74,137517.03,138367.06,0.5015,0.2007,0.0187,0.616,0.3187
2026-03-01,STORE_112,West,Regional Mall Tier 2,Normal,469194.74,1147837.23,195834.79,508716.47,415990.73,68984.01,6887.53,1164691.43,0.401454,467569.63,197459.9,218530.83,0.5253,0.1658,0.0166,0.615,0.4666
2026-04-01,STORE_112,West,Regional Mall Tier 2,Normal,467569.63,1164691.43,94929.18,249246.49,415410.82,60939.22,8620.52,928967.36,0.397824,369565.75,192933.06,222477.76,0.5356,0.1467,0.0208,0.6191,0.5315
2026-05-01,STORE_112,West,Regional Mall Tier 2,Normal,369565.75,928967.36,195747.23,469689.7,326367.2,55664.95,5607.78,1011017.13,0.404183,408635.63,156677.35,169689.85,0.5199,0.1706,0.0172,0.5832,0.4361
2026-06-01,STORE_112,West,Regional Mall Tier 2,Normal,408635.63,1011017.13,183072.59,441318.4,342470.68,51454.11,4606.65,1053804.09,0.407418,429339.18,162369.04,180101.64,0.5259,0.1502,0.0135,0.5852,0.4298
2026-07-01,STORE_112,West,Regional Mall Tier 2,Normal,429339.18,1053804.09,158218.73,405567.66,380176.62,79940.77,9790.5,989463.86,0.40261,398368.21,189189.7,190986.92,0.5024,0.2103,0.0258,0.6099,0.4615
2026-08-01,STORE_112,West,Regional Mall Tier 2,Normal,398368.21,989463.86,147117.82,348149.06,361196.23,64506.62,5412.07,906498.0,0.407806,369674.95,175811.08,185385.15,0.5133,0.1786,0.015,0.5774,0.4827
2026-09-01,STORE_112,West,Regional Mall Tier 2,Normal,369674.95,906498.0,177857.6,417918.37,338031.11,44241.27,7706.1,934437.89,0.413414,386309.9,161222.65,176808.46,0.5231,0.1309,0.0228,0.5744,0.4678
2026-10-01,STORE_112,West,Regional Mall Tier 2,Normal,386309.9,934437.89,313570.25,810272.43,349118.51,49462.39,8952.08,1337177.34,0.401144,536400.72,163479.43,185639.08,0.5317,0.1417,0.0256,0.613,0.4024
2024-11-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,488681.33,1216959.68,233836.67,608289.91,464306.4,62360.06,11121.89,1287461.24,0.395846,509636.56,212881.44,251424.96,0.5415,0.1343,0.024,0.6156,0.5037
2024-12-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,509636.56,1287461.24,115890.24,280159.36,466932.26,76023.67,13020.37,1011644.3,0.399029,403675.88,221850.92,245081.34,0.5249,0.1628,0.0279,0.5863,0.5367
2025-01-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,403675.88,1011644.3,67866.69,151748.71,252914.52,54828.47,3092.13,852557.89,0.405317,345555.92,125986.65,126927.87,0.5019,0.2168,0.0122,0.5528,0.3388
2025-02-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,345555.92,852557.89,174120.1,411148.83,234075.26,45980.43,2931.78,980719.25,0.411232,403302.66,116373.36,117701.9,0.5028,0.1964,0.0125,0.5765,0.3144
2025-03-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,403302.66,980719.25,154964.69,390305.3,346969.38,48463.1,4661.78,970930.29,0.40719,395353.01,162914.34,184055.04,0.5305,0.1397,0.0134,0.603,0.4609
2025-04-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,395353.01,970930.29,144645.67,364836.56,389442.73,58515.0,7987.15,879821.97,0.404261,355677.87,184320.81,205121.92,0.5267,0.1503,0.0205,0.6035,0.5462
2025-05-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,355677.87,879821.97,145020.91,376723.63,327291.56,47804.52,7943.37,873506.15,0.398472,348068.12,152630.66,174660.9,0.5337,0.1461,0.0243,0.615,0.4964
2025-06-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,348068.12,873506.15,151845.23,383363.4,321181.83,53382.17,4333.49,877972.06,0.397745,349208.84,150704.51,170477.32,0.5308,0.1662,0.0135,0.6039,0.489
2025-07-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,349208.84,877972.06,203345.4,454882.97,353062.49,81702.76,4789.69,893300.09,0.414564,370330.41,182223.83,170838.66,0.4839,0.2314,0.0136,0.553,0.4749
2025-08-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,370330.41,893300.09,143406.95,370141.68,334119.94,47967.63,6282.0,875072.2,0.406617,355819.55,157917.81,176202.13,0.5274,0.1436,0.0188,0.6126,0.4853
2025-09-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,355819.55,875072.2,154797.01,352312.73,320637.41,48143.94,5990.75,852612.83,0.41602,354703.91,155912.65,164724.76,0.5137,0.1502,0.0187,0.5606,0.4637
2025-10-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,354703.91,852612.83,303183.73,767418.79,308579.46,44683.69,7770.83,1258997.64,0.406096,511273.35,146614.29,161965.17,0.5249,0.1448,0.0252,0.6049,0.3741
2025-11-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,511273.35,1258997.64,228900.09,559509.29,456993.49,58735.65,9333.34,1293444.45,0.407023,526461.14,213712.3,243281.19,0.5324,0.1285,0.0204,0.5909,0.4689
2025-12-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,526461.14,1293444.45,111861.54,274069.63,456782.72,57970.83,9602.39,1043158.14,0.40722,424794.59,213528.09,243254.63,0.5325,0.1269,0.021,0.5918,0.5114
2026-01-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,424794.59,1043158.14,58814.57,153001.02,255001.7,53737.68,4114.94,883304.84,0.404302,357121.63,126487.53,128514.17,0.504,0.2107,0.0161,0.6156,0.3287
2026-02-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,357121.63,883304.84,203417.3,463302.24,263486.59,52538.16,5639.18,1024943.15,0.41626,426643.04,133895.89,129590.7,0.4918,0.1994,0.0214,0.5609,0.3307
2026-03-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,426643.04,1024943.15,149160.94,387505.74,380812.01,56719.12,10189.66,964728.1,0.407664,393284.52,182519.46,198292.55,0.5207,0.1489,0.0268,0.6151,0.4837
2026-04-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,393284.52,964728.1,117938.18,304660.29,372861.4,52689.0,7173.56,836664.43,0.402732,336951.13,174271.57,198589.83,0.5326,0.1413,0.0192,0.6129,0.5439
2026-05-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,336951.13,836664.43,156684.3,387719.33,315490.52,39130.08,3981.5,865781.66,0.403171,349057.64,144577.79,170912.73,0.5417,0.124,0.0126,0.5959,0.4983
2026-06-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,349057.64,865781.66,155466.42,366479.47,297728.96,49098.74,7746.99,877686.44,0.40943,359350.72,145173.34,152555.62,0.5124,0.1649,0.026,0.5758,0.4307
2026-07-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,359350.72,877686.44,184002.73,421818.69,341106.52,62640.07,6106.51,889652.03,0.418123,371984.3,171369.15,169737.37,0.4976,0.1836,0.0179,0.5638,0.4642
2026-08-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,371984.3,889652.03,163995.32,387257.05,328733.23,47103.93,5761.42,895310.5,0.419748,375804.5,160175.12,168558.11,0.5128,0.1433,0.0175,0.5765,0.4508
2026-09-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,375804.5,895310.5,144309.68,343624.69,329844.68,49911.7,8759.61,850419.2,0.419807,357012.29,163101.89,166742.79,0.5055,0.1513,0.0266,0.58,0.4551
2026-10-01,STORE_113,NorthEast,Regional Mall Tier 2,Normal,357012.29,850419.2,288337.58,725571.73,331768.89,48936.77,4473.76,1190811.51,0.409488,487623.4,157726.47,174042.42,0.5246,0.1475,0.0135,0.6026,0.4121
2024-11-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,615111.96,1434037.16,371784.62,830896.68,526289.37,82493.94,31625.47,1624525.06,0.435729,707852.12,279044.46,247244.91,0.4698,0.1567,0.0601,0.5526,0.3738
2024-12-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,707852.12,1624525.06,139297.65,326783.93,544639.88,93471.51,31571.66,1281625.94,0.434144,556410.66,290739.11,253900.77,0.4662,0.1716,0.058,0.5737,0.4017
2025-01-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,556410.66,1281625.94,72646.27,169126.45,281877.42,52320.67,17690.79,1098863.51,0.433607,476475.32,152581.61,129295.81,0.4587,0.1856,0.0628,0.5705,0.2504
2025-02-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,476475.32,1098863.51,160753.86,402885.56,286655.93,62098.65,14663.19,1138331.3,0.424325,483022.05,154207.13,132448.8,0.462,0.2166,0.0512,0.601,0.2761
2025-03-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,483022.05,1138331.3,241905.58,581536.18,412637.21,67577.47,26399.49,1213253.31,0.421502,511388.73,213538.9,199098.31,0.4825,0.1638,0.064,0.584,0.4004
2025-04-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,511388.73,1213253.31,132644.26,348743.24,405452.11,61346.06,21741.57,1073456.81,0.412314,442601.23,201431.76,204020.35,0.5032,0.1513,0.0536,0.6197,0.4277
2025-05-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,442601.23,1073456.81,123873.86,312406.75,348079.18,45543.51,18114.88,974125.99,0.408752,398176.36,168298.73,179780.45,0.5165,0.1308,0.052,0.6035,0.4277
2025-06-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,398176.36,974125.99,200188.4,463818.95,353724.48,43138.66,16391.44,1024690.36,0.416125,426399.22,171965.54,181758.94,0.5138,0.122,0.0463,0.5684,0.4409
2025-07-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,426399.22,1024690.36,222028.51,524111.33,372285.65,71436.8,21024.02,1084055.22,0.418664,453855.05,194572.68,177712.97,0.4774,0.1919,0.0565,0.5764,0.4038
2025-08-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,453855.05,1084055.22,173410.35,422686.28,386889.24,56371.14,22747.24,1040733.88,0.416306,433263.67,194001.73,192887.51,0.4986,0.1457,0.0588,0.5897,0.4349
2025-09-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,433263.67,1040733.88,180024.98,404230.65,351007.61,43576.99,20905.18,1029474.75,0.424432,436941.65,176347.0,174660.61,0.4976,0.1241,0.0596,0.5546,0.4014
2025-10-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,436941.65,1029474.75,360935.6,832472.2,360830.4,45224.94,16408.81,1439482.8,0.428518,616843.88,181033.37,179797.03,0.4983,0.1253,0.0455,0.5664,0.3412
2025-11-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,616843.88,1439482.8,345580.43,786319.83,515505.74,86466.57,28238.36,1595591.96,0.432394,689924.83,272499.48,243006.26,0.4714,0.1677,0.0548,0.5605,0.3719
2025-12-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,689924.83,1595591.96,143124.39,331638.25,552730.42,82168.31,34670.95,1257660.53,0.432252,543626.35,289422.87,263307.55,0.4764,0.1487,0.0627,0.5684,0.4269
2026-01-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,543626.35,1257660.53,79130.21,182985.28,304975.47,64437.23,16543.26,1054689.85,0.432276,455917.07,166839.49,138135.98,0.4529,0.2113,0.0542,0.5676,0.2764
2026-02-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,455917.07,1054689.85,205613.86,526319.81,289467.21,67250.83,16511.9,1207779.72,0.418423,505362.91,156168.02,133299.19,0.4605,0.2323,0.057,0.6093,0.2773
2026-03-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,505362.91,1207779.72,249568.44,558495.61,420062.16,50624.65,19299.76,1276288.76,0.427414,545504.08,209427.27,210634.89,0.5014,0.1205,0.0459,0.5531,0.4009
2026-04-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,545504.08,1276288.76,107003.03,262046.04,436743.4,67925.81,26257.67,1007407.92,0.424165,427306.74,225200.37,211543.03,0.4844,0.1555,0.0601,0.5917,0.4349
2026-05-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,427306.74,1007407.92,184857.73,468538.66,370856.75,48719.26,17607.73,1038762.84,0.414761,430837.89,181326.58,189530.17,0.5111,0.1314,0.0475,0.6055,0.4417
2026-06-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,430837.89,1038762.84,199314.27,466871.05,368163.35,61978.96,18388.04,1057103.54,0.418529,442428.99,187723.17,180440.18,0.4901,0.1683,0.0499,0.5731,0.4133
2026-07-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,442428.99,1057103.54,239570.78,541415.24,404144.02,96378.42,21556.34,1076440.0,0.426645,459257.56,222742.21,181401.81,0.4489,0.2385,0.0533,0.5575,0.4024
2026-08-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,459257.56,1076440.0,127865.28,322543.9,366684.68,45484.47,23331.87,963482.88,0.419678,404352.62,182770.22,183914.46,0.5016,0.124,0.0636,0.6036,0.4259
2026-09-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,404352.62,963482.88,200798.96,505809.26,343469.87,56171.77,15927.53,1053722.97,0.411866,433992.74,171158.84,172311.03,0.5017,0.1635,0.0464,0.603,0.4111
2026-10-01,STORE_114,Central,Regional Mall Tier 2,Shrinkage Anomaly,433992.74,1053722.97,386030.42,944131.72,376879.1,58480.55,19390.15,1543104.89,0.410452,633370.26,186652.9,190226.2,0.5047,0.1552,0.0514,0.5911,0.3564
2024-11-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,508133.87,1217130.48,218735.07,533513.04,399673.91,51807.07,6090.42,1293072.12,0.415201,536884.83,189984.11,209689.8,0.5247,0.1296,0.0152,0.59,0.4013
2024-12-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,536884.83,1293072.12,101093.52,249557.12,415928.54,64460.06,8885.51,1053355.13,0.413566,435631.42,202346.93,213581.61,0.5135,0.155,0.0214,0.5949,0.4392
2025-01-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,435631.42,1053355.13,55972.55,139073.86,231789.77,43129.49,3794.52,913715.21,0.412271,376698.34,114905.63,116884.14,0.5043,0.1861,0.0164,0.5975,0.2878
2025-02-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,376698.34,913715.21,173481.47,424570.51,240624.93,46513.83,5713.46,1045433.5,0.411108,429785.95,120393.86,120231.07,0.4997,0.1933,0.0237,0.5914,0.2982
2025-03-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,429785.95,1045433.5,169684.1,380054.2,348480.52,59885.16,8214.77,1008907.25,0.420537,424282.64,175187.41,173293.11,0.4973,0.1718,0.0236,0.5535,0.4058
2025-04-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,424282.64,1008907.25,109792.91,248064.91,350828.14,49958.98,9509.65,846675.39,0.424891,359744.34,174331.21,176496.93,0.5031,0.1424,0.0271,0.5574,0.4502
2025-05-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,359744.34,846675.39,137143.26,336635.59,280575.34,40122.43,6834.84,855778.37,0.419913,359352.42,137535.18,143040.16,0.5098,0.143,0.0244,0.5926,0.3978
2025-06-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,359352.42,855778.37,177523.0,431570.04,306499.34,37716.78,8205.86,934926.43,0.41704,389901.46,146973.96,159525.38,0.5205,0.1231,0.0268,0.5887,0.4258
2025-07-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,389901.46,934926.43,160028.89,408279.17,310241.86,65124.73,3891.07,963947.94,0.409416,394656.06,155274.29,154967.57,0.4995,0.2099,0.0125,0.608,0.395
2025-08-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,394656.06,963947.94,117536.34,281444.62,300274.28,52974.71,8105.3,884038.27,0.41127,363578.28,148614.12,151660.16,0.5051,0.1764,0.027,0.5824,0.4
2025-09-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,363578.28,884038.27,126467.68,291312.19,275225.53,34624.8,4327.57,861172.56,0.416936,359053.87,130992.09,144233.44,0.5241,0.1258,0.0157,0.5659,0.3992
2025-10-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,359053.87,861172.56,270416.04,700295.49,287514.47,37317.19,6041.56,1230594.83,0.403127,496085.99,133383.92,154130.55,0.5361,0.1298,0.021,0.6139,0.3605
2025-11-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,496085.99,1230594.83,233981.12,577367.46,405537.12,70624.05,10246.06,1321555.06,0.403807,533652.66,196414.45,209122.67,0.5157,0.1741,0.0253,0.5947,0.4062
2025-12-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,533652.66,1321555.06,118290.15,263374.91,438958.18,77908.74,9380.39,1058682.66,0.411339,435477.0,216465.81,222492.37,0.5069,0.1775,0.0214,0.5509,0.4592
2026-01-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,435477.0,1058682.66,59856.85,141261.6,235436.0,48551.46,4104.94,911851.86,0.412797,376410.06,118923.79,116512.21,0.4949,0.2062,0.0174,0.5763,0.287
2026-02-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,376410.06,911851.86,160857.71,397240.18,235024.91,46812.25,3925.71,1023329.17,0.410413,419987.11,117280.66,117744.25,0.501,0.1992,0.0167,0.5951,0.2957
2026-03-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,419987.11,1023329.17,174482.72,389617.89,345345.49,55796.19,4282.51,1007522.87,0.42073,423895.53,170574.3,174771.19,0.5061,0.1616,0.0124,0.5522,0.4142
2026-04-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,423895.53,1007522.87,125915.02,281618.34,355796.91,58636.72,7210.29,867497.29,0.426494,369982.09,179828.46,175968.45,0.4946,0.1648,0.0203,0.5529,0.4433
2026-05-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,369982.09,867497.29,144427.82,368320.14,285666.8,51343.84,3500.23,895306.56,0.416251,372672.01,141737.9,143928.9,0.5038,0.1797,0.0123,0.6079,0.3876
2026-06-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,372672.01,895306.56,164669.83,367419.97,279161.01,45169.23,7186.57,931209.72,0.425541,396267.86,141073.98,138087.03,0.4947,0.1618,0.0257,0.5518,0.3592
2026-07-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,396267.86,931209.72,159077.64,362875.73,331605.11,63561.3,3999.92,894919.12,0.429141,384046.75,171298.75,160306.36,0.4834,0.1917,0.0121,0.5616,0.4109
2026-08-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,384046.75,894919.12,139116.29,324036.7,312003.52,51811.2,8202.6,846938.5,0.42919,363497.11,159665.93,152337.59,0.4883,0.1661,0.0263,0.5707,0.4076
2026-09-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,363497.11,846938.5,154606.44,383370.33,288166.15,41614.46,7803.56,892724.66,0.421117,375941.23,142162.32,146003.83,0.5067,0.1444,0.0271,0.5967,0.3949
2026-10-01,STORE_115,SouthEast,Regional Mall Tier 2,Normal,375941.23,892724.66,261648.47,648646.06,291795.74,35568.41,4174.58,1209831.99,0.413651,500448.34,137141.36,154654.38,0.53,0.1219,0.0143,0.5966,0.3529
2024-11-01,STORE_116,West,Regional Mall Tier 2,Normal,447412.27,1027433.72,179468.43,460484.84,364928.12,60714.44,5962.27,1056313.73,0.421314,445039.61,181841.09,183087.03,0.5017,0.1664,0.0163,0.6103,0.4103
2024-12-01,STORE_116,West,Regional Mall Tier 2,Normal,445039.61,1056313.73,101482.13,247508.29,412513.81,71219.94,11283.71,808804.56,0.419169,339025.78,207495.96,205017.85,0.497,0.1726,0.0274,0.59,0.523
2025-01-01,STORE_116,West,Regional Mall Tier 2,Normal,339025.78,808804.56,53764.01,129476.8,215794.66,43278.94,3585.83,675621.93,0.418627,282833.49,109956.3,105838.36,0.4905,0.2006,0.0166,0.5848,0.3404
2025-02-01,STORE_116,West,Regional Mall Tier 2,Normal,282833.49,675621.93,167897.18,427878.55,217481.62,45944.85,4101.16,835972.85,0.408455,341457.58,109273.09,108208.53,0.4976,0.2113,0.0189,0.6076,0.3467
2025-03-01,STORE_116,West,Regional Mall Tier 2,Normal,341457.58,835972.85,155299.94,399961.95,319012.7,52828.22,6762.4,857331.48,0.401929,344586.02,152171.5,166841.2,0.523,0.1656,0.0212,0.6117,0.4864
2025-04-01,STORE_116,West,Regional Mall Tier 2,Normal,344586.02,857331.48,109576.38,278801.92,320049.87,51167.9,8174.55,756741.08,0.399744,302502.63,151659.77,168390.1,0.5261,0.1599,0.0255,0.607,0.5205
2025-05-01,STORE_116,West,Regional Mall Tier 2,Normal,302502.63,756741.08,116896.93,269226.34,265772.58,46674.17,4866.51,708654.16,0.408784,289686.82,129712.74,136059.84,0.5119,0.1756,0.0183,0.5658,0.4595
2025-06-01,STORE_116,West,Regional Mall Tier 2,Normal,289686.82,708654.16,155955.51,402633.64,273829.77,39334.29,4363.67,793760.07,0.401014,318309.16,127333.17,146496.6,0.535,0.1436,0.0159,0.6127,0.4819
